|#SOURCE_ID|RA|DEC|NVSS_FLUX|INT_SPEC_INDX|3C_NAME|PKS_JNAME|PKS_1410_FLUX|PKS_635_FLUX|PKS_408_FLUX|PKS_SPEC_INDX 
249|227601|246.57538|-22.925559|1.28606|-0.617465|No-3C|PKS-J1626-2255|1.5|0.0|3.03|-0.737428
250|232663|89.064822|-32.38553|1.190451|-0.808744|No-3C|PKS-J0556-3223|1.3|0.0|3.82|-0.779839
251|232728|91.060974|-31.932422|2.992794|-0.490568|No-3C|PKS-J0604-3156|3.0|0.0|6.67|-0.62168
252|234121|54.11114|13.042153|2.201206|-0.49786|3C90|PKS-J0336+1302|2.3|0.0|5.24|-0.513864
253|237542|95.002086|-37.193189|2.866295|-0.612106|No-3C|PKS-J0620-3711|2.62|0.0|5.34|-0.636626
254|237632|94.384653|-36.570662|2.133753|-0.597547|No-3C|PKS-J0617-3634|1.88|0.0|4.41|-0.609428
255|237854|94.150029|-34.938305|2.957219|-0.282665|No-3C|PKS-J0616-3456|2.7|0.0|5.29|-0.466898
256|239093|47.333095|-10.644375|1.145999|-0.519755|No-3C|PKS-J0309-1038|0.9|0.0|2.37|-0.656942
257|239815|120.630038|-17.862054|1.718517|-0.284089|No-3C|PKS-J0802-1751|0.0|0.0|3.66|0.0
258|239863|121.889947|-17.414723|1.281902|-0.863961|No-3C|No-PKS|0.0|0.0|0.0|0.0
259|241215|213.523558|-24.093972|1.050764|-0.668692|No-3C|PKS-J1414-2405|0.0|0.0|2.31|0.0
260|243500|111.461069|-0.91633|1.530982|-0.000917|No-3C|PKS-J0725-0054|2.87|0.0|2.62|-0.083184
261|243506|110.298375|-0.864763|1.141831|-0.632349|No-3C|PKS-J0721-0051|1.0|0.0|2.37|-0.731317
263|244320|243.56006|4.09806|1.061846|-0.734467|No-3C|PKS-J1614+0405|1.3|0.0|3.24|-0.83299
264|245868|202.785986|-25.995797|1.547025|-0.910509|No-3C|PKS-J1331-2559|1.5|0.0|4.8|-0.895344
265|247770|140.693111|-39.992881|2.667908|-0.474761|No-3C|PKS-J0922-3959|2.4|0.0|4.38|-0.540431
266|248414|271.584753|-7.863219|1.533548|-0.477436|No-3C|No-PKS|0.0|0.0|0.0|0.0
267|248586|273.212302|-6.806655|1.386583|-0.413324|No-3C|No-PKS|0.0|0.0|0.0|0.0
268|250391|38.779302|-4.034743|1.544786|-0.630506|No-3C|PKS-J0235-0402|1.5|0.0|4.06|-0.754858
269|252289|202.657054|25.153032|7.13939|-0.454746|3C287|PKS-J1330+2509|7.0|12.0|0.0|-0.433086
270|253297|276.235302|-32.716707|4.110634|-0.828793|No-3C|PKS-J1824-3242|0.0|0.0|11.3|-0.680025
271|259611|260.676909|-28.331608|1.116608|-0.843548|No-3C|No-PKS|0.0|0.0|0.0|0.0
272|259634|258.238754|-28.159991|5.234124|-0.871115|No-3C|No-PKS|0.0|0.0|0.0|0.0
273|259789|258.380439|-26.981515|1.152931|-0.449142|No-3C|No-PKS|0.0|0.0|0.0|0.0
274|261354|25.604398|-16.472769|1.122543|-1.014837|No-3C|PKS-J0142-1628|1.1|0.0|4.69|-1.061813
275|262834|316.550097|12.661426|1.526214|-0.641613|No-3C|PKS-J2106+1239|1.4|0.0|3.26|-0.652987
276|264118|230.454893|-29.712331|1.01281|-0.594191|No-3C|PKS-J1521-2943|1.1|0.0|2.34|-0.755475
277|264159|232.995793|-29.502769|1.525763|-0.750014|No-3C|PKS-J1531-2930|1.8|0.0|3.83|-0.775363
278|264282|230.027451|-28.570089|1.112925|-0.509973|No-3C|PKS-J1520-2834|0.0|0.0|2.8|0.0
279|264436|230.657138|-27.502949|1.138623|0.566488|No-3C|PKS-J1522-2730|0.0|0.0|0.0|0.0
280|264835|82.246406|15.320257|1.192912|-0.945651|No-3C|PKS-J0528+1519|0.0|0.0|3.06|-0.849842
281|265171|85.191894|17.477534|1.473752|-0.657288|No-3C|No-PKS|0.0|0.0|0.0|0.0
282|266113|342.464943|11.595279|2.203607|-0.472159|No-3C|PKS-J2249+1136|2.4|0.0|7.3|-0.486652
283|266128|343.543522|11.610527|1.482983|-0.714814|No-3C|PKS-J2254+1136|1.6|0.0|4.16|-0.71825
284|266371|343.765866|13.225935|2.775404|-0.715893|No-3C|PKS-J2255+1313|2.8|0.0|7.25|-0.766587
285|266411|342.43728|13.519379|1.30059|-0.35038|No-3C|PKS-J2249+1331|1.8|0.0|2.36|-0.292746
286|266436|343.58756|13.696645|1.460184|-0.513658|No-3C|PKS-J2254+1341|0.0|0.0|2.71|-0.59346
287|266576|242.305466|26.691416|4.952542|0.813802|No-3C|PKS-J1609+2641|4.5|4.1|0.0|-0.194558
288|266590|244.159562|26.783745|1.503189|-0.024071|No-3C|PKS-J1616+2647|1.0|0.0|0.0|0.0
289|267736|82.872596|6.507165|3.277608|-0.959935|No-3C|PKS-J0531+0630|3.1|0.0|11.2|-0.863985
290|267910|83.162542|7.545393|2.748128|0.019847|No-3C|No-PKS|0.0|0.0|0.0|0.0
291|268317|214.171246|-21.77179|1.404746|-0.95042|No-3C|PKS-J1416-2146|0.0|0.0|5.57|0.0
292|268369|214.362162|-21.447302|1.159507|-0.623848|No-3C|PKS-J1417-2126|1.2|0.0|2.68|-0.618849
293|268665|214.956905|-19.476501|1.980172|-0.647704|No-3C|PKS-J1419-1928|1.8|0.0|5.02|-0.782091
294|268841|215.901199|-18.27057|1.191124|-0.75772|No-3C|PKS-J1423-1816|1.2|0.0|3.86|-0.811407
295|270865|63.788037|-29.484777|1.171637|-0.947152|No-3C|PKS-J0415-2929|0.0|0.0|3.71|-0.953932
296|271374|65.661946|-26.278235|1.487772|-0.674292|No-3C|PKS-J0422-2616|1.4|0.0|3.5|-0.67569
297|272503|342.894715|18.811146|2.199436|-0.75133|No-3C|PKS-J2251+1848|2.2|0.0|5.65|-0.743184
298|273285|184.746975|19.92489|1.026285|-0.771806|No-3C|PKS-J1218+1955|1.1|2.2|0.0|-0.63323
299|273367|183.23362|20.543853|1.440501|-0.788081|No-3C|PKS-J1212+2032|1.4|2.7|0.0|-0.768446
301|275281|297.472444|-19.953719|1.469608|0.079189|No-3C|PKS-J1949-1957|0.0|0.0|1.95|0.0
302|276667|341.641305|-30.746371|1.128977|-0.681396|No-3C|PKS-J2246-3044|0.0|0.0|3.14|0.0
303|280054|350.258372|-16.384851|2.418349|-0.859514|No-3C|PKS-J2321-1622|2.3|0.0|8.75|-0.909
304|280118|352.911066|-15.94935|1.377288|-0.336188|No-3C|PKS-J2331-1556|1.4|0.0|2.18|-0.452456
305|280248|352.138726|-14.900309|1.155852|-0.592467|No-3C|PKS-J2328-1454|2.0|0.0|4.17|-0.706624
306|282350|190.581993|-4.772166|3.717034|-0.702573|3C275|PKS-J1242-0446|3.4|0.0|10.2|-0.749465
308|283122|354.746621|-4.226077|1.459542|-0.531479|No-3C|PKS-J2338-0413|1.3|4.0|3.87|-0.587917
309|283428|357.605783|-2.412064|1.855965|-0.574344|No-3C|PKS-J2350-0224|1.75|3.5|5.46|-0.681868
310|284302|359.327472|14.76874|1.051982|-0.799751|No-3C|PKS-J2357+1446|1.4|0.0|2.82|-0.739413
312|284439|358.97313|15.690653|1.138018|-0.208869|No-3C|PKS-J2355+1541|0.0|0.0|1.79|-0.630114
314|286662|241.258766|-17.5711|1.556688|-0.945457|No-3C|PKS-J1605-1734|1.7|0.0|5.64|-0.878409
315|288722|277.745661|-36.042154|7.416634|-0.894708|No-3C|PKS-J1830-3602|7.4|0.0|25.8|-0.41897
316|288936|278.135388|-34.3774|1.611102|-0.788741|No-3C|PKS-J1832-3422|0.0|0.0|4.19|-0.899496
317|290205|150.091545|22.555087|1.131102|-0.67163|No-3C|PKS-J1000+2233|1.1|2.1|0.0|-0.700412
318|290281|153.696061|23.020154|1.133203|-0.484066|No-3C|PKS-J1014+2301|0.0|0.0|0.0|-0.58878
319|292302|239.170101|-33.038898|1.063112|-0.470539|No-3C|PKS-J1556-3302|0.0|0.0|1.71|0.0
320|292405|237.257325|-32.30434|1.802392|-0.775152|No-3C|PKS-J1548-3216|0.0|0.0|0.0|0.0
321|293442|9.585007|-2.12796|6.191835|-0.695603|3C17|PKS-J0038-0207|6.4|0.0|16.5|-0.660146
322|293776|108.260197|11.770491|2.666624|-1.016856|3C175|PKS-J0713+1146|2.7|0.0|8.95|-0.949298
323|295290|298.200877|25.44763|1.60543|-0.920679|No-3C|PKS-J1952+2526|0.0|3.0|0.0|-0.629182
324|295342|300.272605|25.862538|1.621621|-0.858033|No-3C|PKS-J2001+2551|1.6|3.3|0.0|-0.764594
325|295998|194.046434|-5.788942|9.808958|-0.323171|3C279|PKS-J1256-0547|11.6|14.3|14.5|-0.287297
326|297732|279.371275|13.504067|1.634799|-0.60343|No-3C|No-PKS|0.0|0.0|0.0|0.0
327|299943|245.25062|-23.701019|1.240433|-0.876134|No-3C|PKS-J1621-2342|0.0|0.0|3.3|-0.858918
328|300713|102.171468|14.672398|1.054359|-0.671974|No-3C|No-PKS|0.0|0.0|0.0|0.0
329|301966|170.038097|-25.135354|1.759014|-0.01658|No-3C|PKS-J1120-2508|0.0|0.0|2.69|0.0
330|302915|77.666291|29.151173|2.088942|-0.747833|No-3C|No-PKS|0.0|0.0|0.0|0.0
331|303081|199.033113|-33.649904|1.311603|-0.137439|No-3C|PKS-J1316-3338|0.0|0.0|1.19|0.0
332|303199|196.217287|-32.861517|1.023381|-0.74373|No-3C|PKS-J1304-3250|0.0|0.0|2.68|-0.884522
333|306121|48.844928|-3.279541|1.313142|-0.694232|No-3C|PKS-J0315-0316|1.26|3.0|4.7|-0.821391
334|309660|256.030054|29.78322|1.449091|-0.651635|No-3C|No-PKS|0.0|0.0|0.0|0.0
335|310082|223.596922|-19.418595|1.084582|-0.83041|No-3C|PKS-J1454-1925|0.9|0.0|3.25|-0.895524
336|311392|330.308798|-37.780153|1.29749|-0.729029|No-3C|PKS-J2201-3746|1.53|0.0|4.12|-0.916632
337|313042|333.605265|-17.027314|8.862838|-0.926109|3C444|PKS-J2214-1701|8.6|0.0|28.7|-0.964085
338|314564|88.889656|12.538973|1.542474|-0.341892|No-3C|No-PKS|0.0|0.0|0.0|0.0
340|315180|322.846438|-31.353689|1.356935|-0.814005|No-3C|PKS-J2131-3121|0.0|0.0|4.18|-0.748272
341|315430|85.4291|-1.90659|48.420456|1.170553|No-3C|PKS-J0541-0154|50.0|0.0|450.0|0.117138
342|316536|53.530915|-39.001207|1.571362|-0.686529|No-3C|PKS-J0334-3900|1.57|0.0|4.5|-0.648838
343|317685|284.051783|7.894877|3.362193|0.772055|No-3C|No-PKS|0.0|0.0|0.0|0.0
344|317687|284.038708|7.923711|3.923188|0.646865|No-3C|No-PKS|0.0|0.0|0.0|0.0
345|318676|281.906377|-1.936799|21.746267|2.101258|No-3C|No-PKS|0.0|0.0|0.0|0.0
346|318677|281.858077|-1.940603|4.041779|1.571012|No-3C|No-PKS|0.0|0.0|0.0|0.0
347|318685|281.586873|-1.95047|1.459881|1.036228|No-3C|No-PKS|0.0|0.0|0.0|0.0
348|318691|280.386713|-1.880648|5.979164|-0.877915|No-3C|No-PKS|0.0|0.0|0.0|0.0
349|319210|275.588167|18.002727|1.88793|-0.789005|No-3C|PKS-J1822+1800|1.9|0.0|4.55|-0.662662
350|320977|27.709696|-9.024579|1.072041|-0.901935|No-3C|PKS-J0150-0901|0.0|0.0|4.06|0.0
351|322019|279.60737|17.19898|7.088984|-0.666082|3C386|PKS-J1838+1711|7.1|0.0|14.6|-0.641228
353|322274|263.784614|-9.277285|2.336166|-0.517811|No-3C|PKS-J1735-0916|2.15|0.0|0.0|-0.466774
354|322448|263.846602|-8.036564|1.333215|-0.84473|No-3C|PKS-J1735-0802|1.1|0.0|3.46|-0.949358
355|322521|264.301391|-7.539315|1.343621|-0.827922|No-3C|No-PKS|0.0|0.0|0.0|0.0
356|325973|262.669927|-21.487627|14.890945|-0.639116|3C358|PKS-J1730-2129|14.0|0.0|0.0|-0.661712
357|327271|327.022832|6.960923|2.626105|-0.167009|No-3C|PKS-J2148+0657|3.0|0.0|4.29|-0.060831
358|328434|66.987413|17.878524|1.020809|-0.723173|No-3C|PKS-J0427+1752|1.1|0.0|3.29|-0.772651
359|328968|251.877594|-10.737923|2.182122|-0.252389|No-3C|PKS-J1647-1044|2.1|0.0|6.9|-0.827634
360|330468|165.516222|-1.271748|2.798825|-0.881208|3C249|PKS-J1102-0116|2.7|5.9|8.04|-0.860003
361|330927|164.623432|1.566144|3.350013|-0.294266|No-3C|PKS-J1058+0133|3.36|4.1|4.47|-0.077575
362|331046|266.779079|18.352814|1.179764|-0.810062|No-3C|PKS-J1747+1821|0.0|0.0|3.02|-0.922894
363|331896|46.233482|-35.946945|1.148523|-0.715076|No-3C|PKS-J0304-3556|1.14|2.5|2.9|-0.817705
364|333443|256.110034|-13.833414|1.187135|0.015921|No-3C|No-PKS|0.0|0.0|0.0|0.0
366|334226|229.185695|7.021629|5.582089|-1.042114|3C317|PKS-J1516+0701|5.8|0.0|25.2|-1.070475
367|334354|227.751163|7.867947|3.878048|-0.923788|3C313|PKS-J1510+0751|3.7|0.0|11.5|-0.94423
368|334785|345.599878|-37.301875|2.771025|-0.651105|No-3C|PKS-J2302-3718|2.49|3.7|7.47|-0.620694
369|334912|344.294459|-36.461943|1.293694|0.747949|No-3C|PKS-J2257-3627|0.97|0.0|0.7|0.107467
370|335212|346.231776|-34.524823|1.30218|-0.52898|No-3C|PKS-J2304-3431|1.14|1.82|3.16|-0.547368
371|337206|102.121194|-2.369249|1.272581|-0.893778|No-3C|No-PKS|0.0|0.0|0.0|0.0
372|337775|149.619945|-1.666489|1.239517|-0.524337|No-3C|PKS-J0958-0139|1.2|0.0|2.42|-0.567211
374|338025|147.995092|-0.024181|3.27277|-0.917668|3C230|PKS-J0951-0001|3.2|0.0|12.3|-0.839153
375|339096|148.002154|24.37492|1.820239|-0.685123|No-3C|PKS-J0952+2422|1.9|3.3|0.0|-0.738548
376|339227|149.207823|25.254399|1.102721|0.32065|No-3C|No-PKS|0.0|0.0|0.0|0.0
377|339602|287.790365|-20.115445|2.756483|0.169164|No-3C|PKS-J1911-2006|2.18|0.0|0.0|0.0
378|341305|235.206294|14.796279|1.397913|-0.509336|No-3C|PKS-J1540+1447|0.0|0.0|2.35|-0.497257
379|343211|10.358331|-1.720864|1.045787|-0.900636|No-3C|PKS-J0041-0143|0.0|0.0|3.29|0.0
380|343261|13.999802|-1.354282|1.10901|-0.530174|No-3C|PKS-J0056-0120|2.0|0.0|2.12|-0.786986
381|346726|152.715329|-2.019104|1.264411|-0.656288|No-3C|PKS-J1010-0200|1.0|0.0|2.25|-0.53929
382|347839|324.94421|21.19385|1.252444|-0.199155|No-3C|PKS-J2139+2111|0.0|0.0|0.0|0.0
383|348579|301.535013|-2.392997|2.208957|-0.497619|No-3C|PKS-J2006-0223|1.81|3.3|4.17|-0.516976
384|350961|136.962029|-35.597278|1.566072|-0.451326|No-3C|No-PKS|0.0|0.0|0.0|0.0
385|352349|68.47875|-2.498925|1.665095|-0.096098|No-3C|PKS-J0433-0229|1.3|2.3|3.02|-0.358375
386|352619|63.424166|11.197641|2.477662|-0.789459|3C109|PKS-J0413+1112|3.9|0.0|11.7|-0.794728
387|352620|63.412702|11.213749|1.605117|-0.924017|3C109|PKS-J0413+1112|3.9|0.0|11.7|-0.794728
388|353521|143.766923|8.693656|1.054078|-0.667758|No-3C|PKS-J0935+0841|1.0|0.0|2.55|-0.646844
389|356467|155.048725|-32.759722|1.834734|-0.808392|No-3C|PKS-J1020-3245|0.0|0.0|4.76|0.0
390|356591|153.453708|-31.89103|1.425587|-0.773802|No-3C|PKS-J1013-3153|1.4|0.0|3.72|-0.801859
391|356617|154.538442|-31.737673|3.894589|-0.598282|No-3C|PKS-J1018-3144|3.5|0.0|9.67|-0.571786
392|357091|21.726801|19.214682|1.42039|-0.538806|No-3C|PKS-J0126+1913|1.5|0.0|2.6|-0.630187
393|359533|235.531133|-9.461805|1.350611|-0.473518|No-3C|PKS-J1542-0927|1.2|0.0|2.51|-0.627427
394|359754|235.757036|-7.951044|1.533465|0.672085|No-3C|PKS-J1543-0757|0.0|0.0|1.65|0.0
395|360396|57.906622|-27.739148|5.707339|-0.644707|No-3C|PKS-J0351-2744|5.3|0.0|15.8|-0.792004
396|361203|35.507482|8.44656|1.762784|-0.746394|3C64|PKS-J0221+0827|2.5|0.0|5.29|-0.686596
397|364704|327.732542|13.809048|1.123853|-0.712849|No-3C|PKS-J2150+1348|1.1|0.0|3.08|-0.81322
398|365155|29.303441|28.860605|1.446818|-0.896514|3C55|No-PKS|0.0|0.0|0.0|0.0
399|365156|29.284614|28.861935|1.204192|-0.90249|3C55|No-PKS|0.0|0.0|0.0|0.0
400|365968|62.277841|-17.952644|2.413244|-0.408128|No-3C|PKS-J0409-1757|1.9|0.0|5.6|-0.569112
401|367472|104.745362|-24.291818|2.100354|-1.052854|No-3C|PKS-J0658-2417|3.0|0.0|9.68|-0.949278
402|367473|104.72573|-24.287345|1.061322|-0.892156|No-3C|PKS-J0658-2417|3.0|0.0|9.68|-0.949278
403|368939|306.747868|29.848357|1.562686|-0.53185|No-3C|No-PKS|0.0|0.0|0.0|0.0
404|370988|183.945172|-17.529533|1.698705|-0.275388|No-3C|PKS-J1215-1731|1.5|0.0|2.76|-0.392223
405|371916|5.30361|-19.178474|1.013304|-0.650072|No-3C|PKS-J0021-1910|1.1|0.0|2.72|-0.660423
406|374560|190.801041|-21.203588|1.649749|-0.630053|No-3C|PKS-J1243-2112|1.62|0.0|4.58|-0.797337
407|374699|192.099944|-19.988535|5.23862|-0.036936|No-3C|PKS-J1248-1959|4.9|0.0|8.61|-0.018743
408|376155|158.304326|-34.312326|1.405783|-0.980053|No-3C|PKS-J1033-3419|1.4|0.0|5.59|-1.050082
409|376812|80.456452|-6.214314|1.065635|-0.927531|No-3C|PKS-J0521-0612|1.1|0.0|3.6|-0.801149
410|376908|170.115887|14.348412|2.51775|0.124631|No-3C|PKS-J1120+1420|2.44|0.0|3.5|-0.274458
411|380214|214.349822|-4.012996|1.729456|-0.656161|No-3C|PKS-J1417-0400|1.71|0.0|4.17|-0.805521
412|381511|285.6627|-27.096468|1.32677|-1.082335|No-3C|No-PKS|0.0|0.0|0.0|0.0
413|381668|65.610533|14.129582|1.03041|-0.669104|No-3C|PKS-J0422+1407|0.0|0.0|1.35|-0.476713
414|381679|63.628822|14.268306|1.317267|-0.807843|No-3C|PKS-J0414+1416|2.2|0.0|5.24|-0.69852
415|381848|65.087035|15.284025|1.35029|-0.767126|No-3C|PKS-J0420+1516|1.1|0.0|3.68|-0.833196
416|382142|62.919901|17.234739|1.069806|-0.877865|No-3C|PKS-J0411+1714|0.9|0.0|3.27|-0.770668
417|382227|65.092536|17.898733|1.08374|-1.048922|3C114|PKS-J0420+1754|0.8|0.0|4.09|-0.986484
418|383392|61.391442|-13.137381|4.323494|-0.436214|No-3C|PKS-J0405-1308|4.0|0.0|6.7|-0.270077
419|383531|61.951854|-12.192635|2.984627|-0.848014|No-3C|PKS-J0407-1211|3.2|0.0|8.17|-0.664766
420|384324|178.590673|-35.091545|6.301233|-0.197383|No-3C|PKS-J1154-3505|6.1|0.0|10.9|-0.151101
421|384479|182.164646|-34.051924|1.147386|-1.038957|No-3C|PKS-J1208-3403|0.0|0.0|4.65|-0.984043
422|386009|10.519037|23.333559|1.299994|0.538125|No-3C|PKS-J0042+2320|0.0|0.0|0.0|0.0
423|386769|254.537424|7.690833|1.450892|-0.171952|No-3C|PKS-J1658+0741|0.0|0.0|1.86|0.0
424|387876|147.471466|-25.192503|1.543215|-1.059347|No-3C|PKS-J0949-2511|1.7|0.0|4.98|-0.986953
425|389495|167.216256|25.01471|1.07324|-1.157137|3C250|PKS-J1108+2500|1.1|4.0|0.0|-1.022242
426|389800|160.412535|2.709123|2.757106|-0.690555|No-3C|PKS-J1041+0242|2.6|5.2|6.38|-0.590641
427|390656|301.712544|12.006382|1.170611|-0.788859|No-3C|PKS-J2006+1200|1.3|0.0|3.84|-0.842962
429|391166|283.324686|-36.478152|1.351522|-0.181757|No-3C|No-PKS|0.0|0.0|0.0|0.0
430|392771|288.732126|-25.866125|1.030053|-0.476631|No-3C|No-PKS|0.0|0.0|0.0|0.0
431|393274|288.162052|-22.372272|4.704039|2.028562|No-3C|No-PKS|0.0|0.0|0.0|0.0
432|395049|181.387769|-26.56911|1.670638|-0.597718|No-3C|PKS-J1205-2634|0.0|0.0|3.55|-0.642278
433|395485|43.49585|20.248961|1.039405|-0.843609|3C74|PKS-J0253+2014|1.0|0.0|0.0|-0.888361
434|397025|175.85435|22.115566|3.2221|-0.821774|No-3C|PKS-J1143+2206|2.9|7.0|0.0|-0.843139
435|397693|215.007423|-37.726467|1.336789|-0.694909|No-3C|PKS-J1420-3743|1.31|0.0|2.78|-0.443413
436|397809|214.145029|-36.677516|2.372105|-0.773395|No-3C|PKS-J1416-3640|2.16|0.0|4.16|-0.798691
437|398653|8.477734|-7.505619|1.085024|-0.753012|No-3C|PKS-J0033-0730|1.1|0.0|3.19|-0.955915
438|400638|26.744903|21.173396|1.209184|0.90911|No-3C|PKS-J0146+2110|0.0|0.0|0.0|0.0
439|402967|58.133461|-7.184593|2.930331|-0.797656|3C94|PKS-J0352-0711|2.7|0.0|10.2|-0.89831
440|404030|266.62428|23.707819|1.40707|-0.609613|No-3C|PKS-J1746+2342|1.6|2.4|0.0|-0.667946
441|407692|333.006485|8.321021|1.689779|-0.640669|No-3C|PKS-J2212+0819|2.0|0.0|4.62|-0.533794
442|408044|236.013245|-13.514743|1.186186|-0.618855|No-3C|PKS-J1544-1330|0.0|0.0|2.73|-0.712329
443|408235|237.054047|-12.225525|2.881066|-0.053147|No-3C|PKS-J1548-1213|0.0|0.0|3.68|0.0
444|409206|3.50666|5.752998|1.387268|-0.581198|No-3C|PKS-J0014+0545|0.0|0.0|3.93|-0.853782
445|409744|345.762908|-18.690614|1.372571|-0.528964|No-3C|PKS-J2303-1841|1.5|0.0|2.86|-0.651266
446|409877|120.389699|14.245023|2.765332|-0.891875|3C190|PKS-J0801+1414|2.6|0.0|7.63|-0.874258
447|412998|36.776519|-17.224636|1.002182|-0.648219|No-3C|PKS-J0227-1713|1.2|0.0|2.87|-0.762914
448|413092|34.488137|-16.51963|1.03999|-0.558817|No-3C|PKS-J0217-1631|0.9|0.0|2.2|-0.74981
449|413595|15.522127|14.723569|1.65917|-0.738654|3C30|PKS-J0102+1443|1.6|0.0|1.17|-0.649098
450|413621|15.701021|14.877847|1.139492|-0.805456|3C30|PKS-J0102+1452|1.2|0.0|2.93|-0.783797
451|413781|16.462604|15.894546|1.16707|0.713241|No-3C|PKS-J0105+1553|0.0|0.0|1.0|0.0
452|415497|167.441828|10.728682|1.514041|0.228484|No-3C|PKS-J1109+1043|1.71|0.0|2.4|-0.540584
453|415794|169.738657|12.578355|1.14297|-0.612898|No-3C|PKS-J1118+1234|2.3|0.0|3.56|-0.379986
454|416083|111.230053|-9.665746|1.396118|-0.894414|3C178|PKS-J0724-0940|0.0|0.0|0.0|-1.02236
455|417567|97.886419|19.14768|1.229448|-0.804643|No-3C|No-PKS|0.0|0.0|0.0|0.0
456|419469|122.386453|-39.090346|2.425367|-0.870589|No-3C|PKS-J0809-3905|2.3|0.0|8.7|-0.865442
458|419509|117.875764|-38.872732|1.024441|-1.028638|No-3C|No-PKS|0.0|0.0|0.0|0.0
459|420119|10.21837|8.891925|1.371725|-0.758746|No-3C|PKS-J0040+0853|1.5|0.0|3.49|-0.759995
461|421727|270.820622|-27.803609|6.954781|-0.833124|No-3C|No-PKS|0.0|0.0|0.0|0.0
462|422004|53.659418|-5.577427|1.693703|-0.428608|No-3C|PKS-J0334-0534|1.6|0.0|4.35|-0.582137
463|423342|171.346508|-37.390835|1.212832|-0.519|No-3C|PKS-J1125-3723|1.1|0.0|2.49|-0.59509
465|423628|171.476501|-35.389849|2.489347|-0.704018|No-3C|PKS-J1125-3523|2.2|4.4|5.22|-0.719939
466|425490|275.831447|-27.441021|3.290168|-0.630755|No-3C|No-PKS|0.0|0.0|0.0|0.0
467|428270|179.797119|-22.476799|1.208394|-0.549215|No-3C|PKS-J1159-2228|0.0|0.0|2.66|0.0
468|428544|163.889528|-28.526066|1.822036|-0.559206|No-3C|PKS-J1055-2831|0.0|0.0|3.51|-0.675936
469|428699|162.676605|-27.552446|1.046146|-0.547255|No-3C|PKS-J1050-2733|0.0|0.0|2.41|0.0
470|432149|351.197186|-27.322093|1.383118|-0.547274|No-3C|PKS-J2324-2719|0.0|0.0|3.07|0.0
471|433336|350.650395|8.200352|1.20617|0.056018|No-3C|PKS-J2322+0812|1.1|0.0|1.49|-0.470258
472|437187|354.943435|-6.070171|1.47005|-0.327653|No-3C|PKS-J2339-0604|1.3|3.4|3.24|-0.52221
473|439113|85.865242|18.761877|2.258038|-0.763205|No-3C|No-PKS|0.0|0.0|0.0|0.0
474|439166|83.685487|19.456012|7.21642|-0.372285|No-3C|PKS-J0534+1927|6.0|0.0|0.0|0.0
475|439314|82.12774|21.550556|1.200796|-0.827412|No-3C|No-PKS|0.0|0.0|0.0|0.0
476|439326|83.857108|21.779152|4.794621|0.819669|No-3C|No-PKS|0.0|0.0|0.0|0.0
477|439338|83.321001|21.96415|1.760901|0.644182|No-3C|No-PKS|0.0|0.0|0.0|0.0
478|439343|292.267659|18.019313|1.466105|1.358855|No-3C|No-PKS|0.0|0.0|0.0|0.0
479|439418|292.932826|18.707214|1.787525|0.728864|No-3C|No-PKS|0.0|0.0|0.0|0.0
480|439767|291.498075|21.107326|1.239211|-0.163528|No-3C|PKS-J1925+2106|1.25|0.0|0.0|0.0
481|440200|45.804399|-0.249993|1.13069|-0.558857|No-3C|PKS-J0303-0014|0.91|2.2|3.1|-0.636658
482|453220|95.421223|14.536608|2.282885|-1.07485|3C158|PKS-J0621+1432|0.0|0.0|0.0|-0.927925
484|453237|96.441567|14.6721|2.480307|-0.626554|No-3C|No-PKS|0.0|0.0|0.0|0.0
485|455654|320.91299|-1.209572|1.101806|-0.081491|No-3C|PKS-J2123-0112|1.0|0.0|1.78|-0.53119
486|456811|191.695558|-25.796686|1.226633|-0.192784|No-3C|PKS-J1246-2547|0.0|0.0|1.23|0.0
487|457417|54.878919|-1.776637|2.480324|0.381259|No-3C|PKS-J0339-0146|2.13|2.71|1.98|0.069857
489|458194|152.296108|-28.93172|1.597186|-0.743155|No-3C|PKS-J1009-2856|0.0|0.0|3.54|-0.685343
490|461499|289.477122|-12.077384|1.620707|-0.812331|No-3C|PKS-J1917-1203|1.3|0.0|4.54|-0.73522
491|464638|66.408652|8.553096|1.364809|-0.580485|No-3C|PKS-J0425+0833|1.5|0.0|2.83|-0.608385
492|465080|164.480802|-24.563471|1.138291|-0.374168|No-3C|PKS-J1057-2434|0.0|0.0|1.95|0.0
493|467398|314.620162|5.714037|1.228884|-0.271064|No-3C|PKS-J2058+0540|0.0|0.0|3.08|-0.575195
494|467518|275.240666|-25.471009|1.413944|0.040697|No-3C|No-PKS|0.0|0.0|0.0|0.0
495|468743|14.598836|26.869158|1.793622|-0.721316|No-3C|PKS-J0058+2651|1.3|0.0|0.0|-0.757695
496|471762|114.641277|-2.072568|1.185259|-0.703836|No-3C|PKS-J0738-0204|1.1|0.0|3.21|-0.768391
497|471871|208.127854|2.546555|1.180309|-0.11963|No-3C|PKS-J1352+0232|1.02|2.0|1.95|-0.543661
498|473820|243.322595|-21.568685|1.266058|-0.685985|No-3C|PKS-J1613-2134|0.0|0.0|3.52|-0.812932
499|476537|349.146608|4.088263|4.730321|-0.830419|3C459|PKS-J2316+0405|4.3|9.3|15.8|-0.892172
